ResponseID,StartDate,EndDate,Week No.,Q001,Q001_999,Weight
R_1LIOC5G27mu5a5g,7/12/2017 21:45,7/12/2017 21:50,28,3,"The price should be lowered with each succeeding year and after ten years of renting the 365, it should then be a nominal sum.",NULL
R_3MSWnNBSqRLmidk,7/12/2017 21:54,7/12/2017 21:56,28,4,,NULL
R_2dGwp5HzxcYfwkk,7/12/2017 21:52,7/12/2017 22:00,28,3,It would help if updates don't screw things up -- This last update caused Outlook to creep and all of my customization's had to be redone. This took most of a day -- I have used office since the days of Win 95 and I'm beginning to think I need to look at something else.  I am retired and do free lance research having reliable products is critical.,NULL
R_1kSsoyPn2GWJfmy,7/12/2017 22:00,7/12/2017 22:02,28,5,,NULL
R_OktojMyTnFwO7rr,7/12/2017 22:02,7/12/2017 22:03,28,4,,NULL
R_1n0oeN1qQgHt98g,7/12/2017 22:04,7/12/2017 22:07,28,5,,NULL
R_2wSQ2gUUxpeNwIH,7/12/2017 22:05,7/12/2017 22:08,28,4,Add project,NULL
R_28GKGS2pEO4XpGM,7/12/2017 22:04,7/12/2017 22:09,28,5,Improve Excel and Word by making tutorials online more accessible.,NULL
R_2YLNP8IxMPfLYx3,7/12/2017 22:08,7/12/2017 22:13,28,1,Make it available to everyone..,NULL
R_2AXb9YdmJqa2QG5,7/12/2017 22:15,7/12/2017 22:17,28,5,,NULL
R_3FKXOzHXjpCrtTb,7/12/2017 22:21,7/12/2017 22:25,28,3,It is still great software.....,NULL
R_3CHssUzig5pwGrc,7/12/2017 22:24,7/12/2017 22:27,28,1,Uninstall it,NULL
R_3jZK6bbJbEzKhG9,7/12/2017 22:25,7/12/2017 22:27,28,4,,NULL
R_30v5gSc8URt5i7Q,7/12/2017 23:09,7/12/2017 23:13,28,5,Simultaneous editing of documents on desktop,NULL
R_3PSHAemXHpFaxoM,7/12/2017 23:14,7/12/2017 23:16,28,5,,NULL
R_2165xmajmlPsFu2,7/12/2017 23:33,7/12/2017 23:40,28,5,Can't think of anything offhand.,NULL
R_24CR1FnwT1byTLA,7/12/2017 23:45,7/12/2017 23:47,28,5,,NULL
R_2bZ8mFI4QfaapcU,7/13/2017 0:11,7/13/2017 0:16,28,4,"More cost effective, easier to renew at end  of subscription year",NULL
R_Y6443lLQB9SURjz,7/13/2017 0:15,7/13/2017 0:19,28,5,So far i haven't had any problems.,NULL
R_2SIey2y9OtaP2uv,7/13/2017 0:27,7/13/2017 0:27,28,5,,NULL
R_2QzXDoONdgq6Yu4,7/13/2017 0:38,7/13/2017 0:40,28,5,Cannot email school work to my professors,NULL
R_DCxg4Y8f3PUIMvf,7/13/2017 0:56,7/13/2017 0:58,28,4,,NULL
R_1DZlbDTVttUFQIc,7/13/2017 1:27,7/13/2017 1:32,28,5,,NULL
R_2S04xj3Np9uns2E,7/13/2017 1:36,7/13/2017 1:41,28,5,"Sorry, I can't think of anything that would make it better.",NULL
R_2tyTwUThTRCNMxO,7/13/2017 1:47,7/13/2017 1:52,28,4,better support,NULL
R_3IcbOzEl2bW9D7i,7/13/2017 1:59,7/13/2017 2:06,28,4,,NULL
R_3iVx1Jhu2dAvRvZ,7/13/2017 2:23,7/13/2017 2:28,28,4,"More import/export options on Access, especially for SQL data. This would make it easier to integrate online DBs into legacy systems. There are third-party apps that do so (BullZip, for instance) but I trust/would rather use MS products more.",NULL
R_1luI0hVnZZouW4P,7/13/2017 2:45,7/13/2017 2:52,28,5,N/A,NULL
R_ezHXRQ38WpSVaxP,7/13/2017 2:57,7/13/2017 3:00,28,3,"Should be free as part of windows, the ipad apps suck",NULL
R_3MEG0rusgI9GU8H,7/13/2017 3:08,7/13/2017 3:18,28,4,I am satisfied as is.,NULL
R_2OPfcb07FT93bJ6,7/13/2017 3:12,7/13/2017 3:21,28,5,,NULL
R_3lzBYdnENGB7OPd,7/13/2017 3:23,7/13/2017 3:25,28,3,,NULL
R_1dEK7YjnnCpY4b2,7/13/2017 3:34,7/13/2017 3:36,28,4,,NULL
R_1gIqpTeIvBqpS4k,7/12/2017 21:43,7/13/2017 3:49,28,1,I do not understand how to use office 365,NULL
R_2y3e0hP1c8fGztG,7/13/2017 3:46,7/13/2017 3:52,28,4,Make it easier to get assistance.  I was to get a call from a sales rep regards to getting additional email addresses.   He never called,NULL
R_yvST1KhLmMy42yd,7/13/2017 3:48,7/13/2017 3:56,28,4,"Uploading and syncing updated Word and Excel files between devises and OneDrive can cause issues sometimes.  More than once I have lost updated edits because I wasn't sure which version was the latest, the one I last opened or the latest on the server.",NULL
R_1NmolPwMWyIcqAA,7/13/2017 3:55,7/13/2017 3:57,28,3,,NULL
R_2VEbfzLdDb3t3iX,7/13/2017 3:56,7/13/2017 4:00,28,5,"Actually, you have done a great job. I like the subscription concept and the fact that I will always be up-to-date.",NULL
R_XB9pGsbxJiUrPyx,7/13/2017 4:13,7/13/2017 4:13,28,4,,NULL
R_2wjCbyZGb7Cjk0C,7/13/2017 4:26,7/13/2017 4:27,28,4,,NULL
R_pmav9RbzjCLwh2x,7/13/2017 4:28,7/13/2017 4:33,28,4,Easier support services,NULL
R_1Q3kCADJ0Vf8TqM,7/13/2017 4:33,7/13/2017 4:37,28,4,I know it still cheap this way wish it could be cheaper or be able to pick an la cart for cheaper thanks,NULL
R_1JVGpoxZCVJ4cC9,7/13/2017 5:44,7/13/2017 5:47,28,3,It is just ok. I hate paying for it every year.,NULL
R_1E4Gm0WL4yXyb2q,7/13/2017 5:56,7/13/2017 5:58,28,4,,NULL
R_1cY6UCvcviSpV21,7/13/2017 7:36,7/13/2017 7:44,28,5,"Font colors and color schemes for backgrounds make some stuff unreadable. This isn't rocket surgery here, people. Stop trying so hard to be visually cool.",NULL
R_3Gx0FFrLwxeKsPo,7/13/2017 8:25,7/13/2017 8:28,28,5,,NULL
R_1Na0yZfagLQK6Hn,7/13/2017 11:07,7/13/2017 11:10,28,4,Cheaper and able to use on more PCs,NULL
R_21EZmMGpUSuO4kt,7/13/2017 12:47,7/13/2017 12:50,28,4,"Make to product a little cheaper, perhaps with an option of 3 devices instead of 5.",NULL
R_W6AEI0mEwPlhaMx,7/13/2017 14:08,7/13/2017 14:13,28,4,,NULL
R_2upMfdoUHyG7smU,7/13/2017 15:21,7/13/2017 15:23,28,5,,NULL
R_2uUuQ8FLzSaHp3L,7/13/2017 15:37,7/13/2017 15:39,28,5,,NULL
R_3JgGtnUXmBwD1q1,7/13/2017 15:39,7/13/2017 15:50,28,5,Provide samples showing new improvements and/or updates.,NULL
R_32K2j4Sw88SanJD,7/13/2017 15:59,7/13/2017 16:03,28,5,,NULL
R_V2wDMwVANE1gWzv,7/13/2017 15:46,7/13/2017 16:18,28,4,"Although I'm  not sure if Office 365 has this feature or not, but it would be awesome if I could just use office 365, via internet without having to share my subscription. For example, say that I'm at friend's house or using a mobile device and Office 365 isn't available; it would be Great, if I could go online and log into Office 365 to create or edit a document, and print it, without having to JUST ""read only"" or sending being the only options. Having to share or download the subscription in order to accomplish these tasks, is time consuming, irritating, and bothersome.",NULL
R_2Bg7LKKvHDiBmMg,7/13/2017 16:19,7/13/2017 16:24,28,5,More instructional videos,NULL
R_WjSnwIDtY2eGlln,7/13/2017 16:32,7/13/2017 16:36,28,4,Collaboration of shared local files / more extensive options in online versions,NULL
R_1Lb6jf7WPWqovPy,7/13/2017 16:36,7/13/2017 16:38,28,5,,NULL
R_3PhPPXd4571Mfoh,7/13/2017 16:55,7/13/2017 16:58,28,4,Need better search and spam detection in Outlook. The search in SharePoint is much better.,NULL
R_3nT27ft6srme2xB,7/13/2017 16:59,7/13/2017 17:00,28,2,not easily accessed from Ipad,NULL
R_3DtPuItVldtGCqK,7/13/2017 17:31,7/13/2017 17:33,28,4,After getting 5 years ago with buying my computer you want it back. That's terrible customer follow up.,NULL
R_1CC7EGofkQJxNQQ,7/13/2017 17:35,7/13/2017 17:38,28,5,Offer anti-spam for those O365 home users who use outlook or other MS based email.,NULL
R_30oDuGaGHGuUI8w,7/13/2017 19:06,7/13/2017 19:07,28,3,,NULL
R_DcwBr5s4UUYSTi9,7/13/2017 19:08,7/13/2017 19:11,28,4,,NULL
R_2aOXcMSnRAlkSy9,7/13/2017 19:08,7/13/2017 19:12,28,4,make full programs available to subscribers on IPAD 9.7,NULL
R_2QxH3THntuPwvst,7/13/2017 19:07,7/13/2017 19:12,28,4,I'm quite happy with the product can think of any pressing items I would change.  I think one of the challenges is it is still an expensive solution for most average wage-earners.  For folks making less that $40k a year (approximately) I generally steer them towards Open Office as they are usually struggling to make ends meet as it is.,NULL
R_3rZ1k4zidyge3H7,7/13/2017 19:08,7/13/2017 19:13,28,5,more help on Publisher,NULL
R_1DuHCukZZ0LOHs6,7/13/2017 19:10,7/13/2017 19:14,28,5,Add Photo editing software,NULL
R_2SoYpA7XqN1sTvY,7/13/2017 19:11,7/13/2017 19:14,28,4,,NULL
R_7OrK2hunVTFGrjH,7/13/2017 19:12,7/13/2017 19:15,28,4,Better functionality on mobile apps,NULL
R_21b3CZl9HdPyjxR,7/13/2017 19:10,7/13/2017 19:17,28,3,"Calendars need to synch between users. One note needs to be better, easier, more organized. One drive access needs to be faster. Photos should be easier and much faster to go through. Phone needs same search capabilities as outlook on pc.",NULL
R_2afUaXOeBvbadBj,7/13/2017 19:18,7/13/2017 19:20,28,5,,NULL
R_1LUxgUCNcJyAc2L,7/13/2017 19:15,7/13/2017 19:21,28,5,"Please make a consumer bundle with onedrive, Xbox live, groove music pass, mixer and office 365",NULL
R_2TGXivZUKBFBCCP,7/13/2017 19:26,7/13/2017 19:29,28,4,,NULL
R_3lspAorlZ3FcoWW,7/13/2017 19:29,7/13/2017 19:29,28,5,,NULL
R_1QFpHWUV3b2qKze,7/13/2017 19:35,7/13/2017 19:36,28,5,,NULL
R_3MPuC4Z0B4WxXsG,7/13/2017 19:39,7/13/2017 19:40,28,5,,NULL
R_ZBF64zSYDS7XrdD,7/13/2017 19:32,7/13/2017 19:40,28,5,,NULL
R_w0D7KLkUfzFwwVj,7/13/2017 19:31,7/13/2017 19:41,28,4,"It is working well for me. I am retired so needs are simple. Outlook is most used - most every day. I use word to make recipies a couple of times a month. I use excel for budgeting once a month. I haven't explored cloud storage because I have plenty of local storage. I don't need collaboration with others or multiple machines like I did when working (home machine, work machine and client desktops)",NULL
R_3gTQiSu68cfN6I2,7/13/2017 19:36,7/13/2017 19:42,28,1,Just too difficult to get into with all the passwords and setup  with  Microsoft 10,NULL
R_1FJ2AxuoUtS2e3F,7/13/2017 19:40,7/13/2017 19:43,28,3,,NULL
R_rouAFwiu335tKAp,7/13/2017 19:43,7/13/2017 19:45,28,4,,NULL
R_2pWSMyXvNtAke6S,7/13/2017 19:52,7/13/2017 19:55,28,5,,NULL
R_22mgISMgGBpSlDk,7/13/2017 19:53,7/13/2017 19:56,28,5,,NULL
R_DjJ94QFDwFDuwRr,7/13/2017 19:59,7/13/2017 20:01,28,3,,NULL
R_2b2GsuYT7wBftDE,7/13/2017 19:57,7/13/2017 20:01,28,5,,NULL
R_1r6YjQeNfGGxq3p,7/13/2017 20:01,7/13/2017 20:04,28,5,,NULL
R_1DBhxKte2q0lO1t,7/13/2017 20:03,7/13/2017 20:05,28,5,,NULL
R_12KNpVqUlLbJ7pH,7/13/2017 20:04,7/13/2017 20:07,28,5,,NULL
R_2vbPtAMWTQ2GbQ8,7/13/2017 20:13,7/13/2017 20:13,28,5,,NULL
R_3MlmXsufn1EMbIG,7/13/2017 20:07,7/13/2017 20:17,28,4,Have a simple Office for 72 year olds.,NULL
R_1oolrvhFHLY1yLj,7/13/2017 20:24,7/13/2017 20:27,28,4,,NULL
R_Os7ydtjrsC5z7Gh,7/13/2017 20:25,7/13/2017 20:29,28,2,,NULL
R_2Wul7cvh7DzSTLN,7/13/2017 20:32,7/13/2017 20:33,28,2,na,NULL
R_2ZUDbjpTxevZ3aX,7/13/2017 20:34,7/13/2017 20:35,28,3,,NULL
R_2aetKtWOfZ2DYrE,7/13/2017 20:38,7/13/2017 20:39,28,5,FOR ME JUST A LITTLE MORE KNOWLEDGE ON HOW TO USE IT.,NULL
R_WfG6EHo7OLfuqfD,7/13/2017 20:42,7/13/2017 20:48,28,3,"The table creation tool is unmanageable. Bring back the old, simple version.",NULL
R_3EhSj1zCtMJuxSr,7/13/2017 20:48,7/13/2017 20:51,28,5,Cheaper,NULL
R_12zlz8ZGe0Bwifh,7/13/2017 20:53,7/13/2017 20:57,28,5,,NULL
R_3p69FPBD1hxZHTd,7/13/2017 20:53,7/13/2017 20:57,28,5,"I have no idea, I like it how it is currently.",NULL
R_291iBeqCPcfmRlU,7/13/2017 20:55,7/13/2017 20:59,28,4,Easier to understand the Messaging to non technical people. \\Address security of a cloud with the many access points and collaborators,NULL
R_ZCWiPXDAnO1TJMB,7/13/2017 20:57,7/13/2017 21:00,28,5,,NULL
R_3D1FEcBH3Rwg5Nk,7/13/2017 20:59,7/13/2017 21:00,28,4,,NULL
R_1GNtYRxJ9nnBuYM,7/13/2017 21:10,7/13/2017 21:13,28,2,"Less glitches. It should be up to Microsoft tp felivrt a good product, without relying heavily  customer complaints.",NULL
R_A1zzoDcSW8eHAvT,7/13/2017 21:10,7/13/2017 21:13,28,5,,NULL
R_25z0gUCR65abLyP,7/13/2017 21:18,7/13/2017 21:22,28,1,I have this on several computers and Outlook crashed one of my computers and support could not fix the problem.,NULL
R_1OGCWSEHISekGwW,7/13/2017 21:42,7/13/2017 21:44,28,5,I CAN SUPPLY 365 TO ALL EMPLOYEES.,NULL
R_XF02OEK2IdLxmff,7/13/2017 21:44,7/13/2017 21:45,28,5,fine as is,NULL
R_1mr57ojxzKutf4D,7/13/2017 21:46,7/13/2017 21:47,28,4,,NULL
R_3ssFnqkJtRsp8C4,7/13/2017 21:50,7/13/2017 21:54,28,5,,NULL
R_QgK51rxO4BjyVAR,7/13/2017 21:49,7/13/2017 22:07,28,4,,NULL
R_1C3YGOYx04XrghW,7/13/2017 22:10,7/13/2017 22:12,28,5,Great product for educators.,NULL
R_2WD0hJC3KUXEh86,7/13/2017 22:12,7/13/2017 22:17,28,4,I look forward to updates that add functionality to creating business documents.,NULL
R_rejzTIZ6Jpqf8kh,7/13/2017 22:40,7/13/2017 22:42,28,5,,NULL
R_2ta2MaDjGSxfQ0j,7/13/2017 22:43,7/13/2017 22:48,28,4,Lower the cost a little.,NULL
R_6tYSkxptQ0bcjWF,7/13/2017 22:44,7/13/2017 22:51,28,5,There is none at this time,NULL
R_pzvq96tcrRzk1nb,7/13/2017 22:48,7/13/2017 22:51,28,3,,NULL
R_21hSiIU1FlHdEBE,7/13/2017 22:51,7/13/2017 22:59,28,4,,NULL
R_2YEOihfC4AAP3gH,7/13/2017 22:51,7/13/2017 23:03,28,4,I appreciate the great phone tech service when needed.  Haven't used it often and it's been wonderful to have it available.   Don't change that part one bit.,NULL
R_12Q4yN1gT73mJrR,7/13/2017 23:26,7/13/2017 23:30,28,4,Can't think of anything.,NULL
R_22E1mz5o5V2kw12,7/14/2017 0:02,7/14/2017 0:02,28,4,,NULL
R_3Hi4xGuq59PuF6h,7/14/2017 0:00,7/14/2017 0:04,28,5,Continue regular updates and strengthen security of data.,NULL
R_29hpMlUQ1BXzNTa,7/14/2017 0:05,7/14/2017 0:12,28,3,make it permanent for my money,NULL
R_4TQH7b7frLhxTW1,7/14/2017 0:19,7/14/2017 0:25,28,3,more templates and ways to modify to suite needs.,NULL
R_1nN5kYoZ7e8VuHs,7/14/2017 0:28,7/14/2017 0:29,28,5,Affordability,NULL
R_1KqcUEnguIys7Ay,7/14/2017 0:36,7/14/2017 0:44,28,3,"I get perpetual requests for my Outlook password.  Followed the instructions to fix it, with no success.",NULL
R_1Qiq1A1R7BAggKV,7/14/2017 0:41,7/14/2017 0:46,28,3,Make it stop crashing on our Laptop PC,NULL
R_We7GGlewW6hZk4x,7/14/2017 0:58,7/14/2017 0:59,28,5,,NULL
R_3ekHNhYisiG4RPb,7/14/2017 0:53,7/14/2017 1:00,28,4,Include visio or at least a better process mapping ability.,NULL
R_2R2ps3jRSOkjpja,7/14/2017 1:00,7/14/2017 1:06,28,5,Make emojis easy to use in outlook.,NULL
R_1E0X05V1uMzKNqJ,7/14/2017 1:11,7/14/2017 1:17,28,4,"Improve the suite on Mac OS as good as it is on windows, plesase",NULL
R_3kMNJLjUijt82HL,7/14/2017 1:25,7/14/2017 1:29,28,5,,NULL
R_1DYBYcnGXFt6CM9,7/14/2017 1:52,7/14/2017 1:54,28,5,Not sure as use for very limited purpose and basics work for me.,NULL
R_1eIV6XJJH66nMgb,7/14/2017 1:57,7/14/2017 2:03,28,5,,NULL
R_3DiQpZmk1kdAXTt,7/14/2017 2:59,7/14/2017 3:06,28,4,,NULL
R_07KSEMUROuxCK65,7/14/2017 3:09,7/14/2017 3:09,28,5,nothing at this time,NULL
R_1IKtCZLnOuZGiVm,7/14/2017 2:57,7/14/2017 3:10,28,2,"no easy way to figure out how to do anything.  it takes me twice as long as under the predicesor ""office"".  I do not use ""the community"".",NULL
R_vZahqL4mGgpP0Ax,7/14/2017 3:09,7/14/2017 3:13,28,5,,NULL
R_1n3JsCWxlzFYV7l,7/14/2017 3:32,7/14/2017 3:38,28,4,"Easier family ""management"".",NULL
R_vIFjSoqi79xiiEV,7/14/2017 4:53,7/14/2017 4:56,28,2,I can buy it cheaper in Melbourne Australia than buying it directly off you.,NULL
R_26bzPgUFstcwHFK,7/14/2017 5:20,7/14/2017 5:24,28,4,,NULL
R_1k0u7fr8Ilwg5ML,7/14/2017 5:24,7/14/2017 5:32,28,5,n/a,NULL
R_DC5YPupLsl0AMwh,7/14/2017 5:58,7/14/2017 6:02,28,4,,NULL
R_1IsaMu7lYq0vIPL,7/14/2017 7:10,7/14/2017 7:13,28,3,xxxx,NULL
R_3lrAwEQQW8a8mwd,7/14/2017 7:12,7/14/2017 7:18,28,1,Alternatives exist.  They aren't quite as good but you don't have to buy them every year.  Buy it once.,NULL
R_27g6fWLd0BLEKXV,7/14/2017 16:03,7/14/2017 16:03,28,3,,NULL
R_UFllLwbSj5QXO01,7/14/2017 16:30,7/14/2017 16:32,28,4,While I am now retired and using Office 365 less I still have to pay the same annual fee. Discounts for retired seniors please?,NULL
R_2wjhBiifOk9wAEV,7/14/2017 16:30,7/14/2017 16:35,28,4,,NULL
R_1l6lvrzfghwB0Vo,7/14/2017 17:19,7/14/2017 17:25,28,2,"Make files more accessible.  Pass word for the cloud frequently not recognized, even though correct.",NULL
R_1pyVW22uLfMymid,7/14/2017 17:38,7/14/2017 17:41,28,5,None that I can think of at the moment.,NULL
R_1KmdphHNG9gyRZv,7/14/2017 18:14,7/14/2017 18:14,28,3,Keep it from fucking crashing all the time...,NULL
R_3HhrqTpH1pM4qU9,7/14/2017 18:22,7/14/2017 18:22,28,5,,NULL
R_1gcDINwLScrbaaS,7/14/2017 18:52,7/14/2017 18:58,28,4,,NULL
R_3kL34vBEFbjCyCD,7/14/2017 19:06,7/14/2017 19:08,28,4,better/easier display of files (shared with me and those I made).,NULL
R_ZvPC9uljQuSryqR,7/14/2017 19:05,7/14/2017 19:08,28,5,,NULL
R_1dp1nMUMi0WGaFn,7/14/2017 19:05,7/14/2017 19:09,28,5,,NULL
R_25tEZL6YitBad6G,7/14/2017 19:08,7/14/2017 19:09,28,4,,NULL
R_338Vy4M7ABudSCt,7/14/2017 19:07,7/14/2017 19:10,28,5,,NULL
R_OvsiLZpeK8TRBHb,7/14/2017 19:10,7/14/2017 19:10,28,4,,NULL
R_2BlkIMXJ1BHYyfR,7/14/2017 19:09,7/14/2017 19:11,28,5,,NULL
R_pRC69iffzpC2wdX,7/14/2017 19:07,7/14/2017 19:12,28,1,"Well, for one thing, if the contract is for five years, it should stay active for five years and not just disappear at year three.",NULL
R_3m20698M0VgJ43C,7/14/2017 19:10,7/14/2017 19:12,28,4,U.S. based support please!,NULL
R_2SjfOIVvVDaO8Dw,7/14/2017 19:09,7/14/2017 19:13,28,3,make the mac version more like the PC version. Make backups of files easier after a computer runs updates.,NULL
R_3iW221uCGn4E1n0,7/14/2017 19:12,7/14/2017 19:13,28,4,,NULL
R_2pQPuqD8oWyae9f,7/14/2017 19:15,7/14/2017 19:17,28,5,,NULL
R_1n2yAvdiYj0StBT,7/14/2017 19:13,7/14/2017 19:18,28,3,Easier to manage.  Business vs home use is confusing.  I am always logging into the wrong portal.,NULL
R_23TBaZSBIpfjMA6,7/14/2017 19:15,7/14/2017 19:19,28,5,,NULL
R_3p2PPHjbdFRP6yv,7/14/2017 19:19,7/14/2017 19:20,28,4,Lower the price,NULL
R_1eW6ehbWgebsI1M,7/14/2017 19:18,7/14/2017 19:21,28,4,,NULL
R_11cIMTustIYnCpI,7/14/2017 19:18,7/14/2017 19:22,28,5,"Overall it is great.  Being a Mac user I use the Mac programs more, but I love what I get with Office 365.",NULL
R_2eQl9eyyNHZz5PE,7/14/2017 19:22,7/14/2017 19:23,28,2,Make renewal easier and include with Microsoft hardware purchases...,NULL
R_yltbLH9XBBWXDZ7,7/14/2017 19:22,7/14/2017 19:24,28,5,,NULL
R_3RgTEMusTHr9Ff7,7/14/2017 19:16,7/14/2017 19:24,28,3,,NULL
R_wWQekfeImRsAXVn,7/14/2017 19:23,7/14/2017 19:27,28,5,It is fine as is,NULL
R_2Xif4wxRSrnW137,7/14/2017 19:28,7/14/2017 19:31,28,4,Works pretty well already.,NULL
R_3nxsE6d6T7SS3mK,7/14/2017 19:31,7/14/2017 19:32,28,5,,NULL
R_3PsK48hvjIaWMMl,7/14/2017 19:37,7/14/2017 19:42,28,4,The interior decorators that are working on the programs now use pastel colors now. They are too light!,NULL
R_3QF2owXJ7B2UpQW,7/14/2017 19:38,7/14/2017 19:44,28,5,Lower the price for those of us on fixed income.,NULL
R_QcS0kdVYRh1dopr,7/14/2017 19:33,7/14/2017 19:45,28,3,Bring your Support Teams BACK TO THE USA - NOW,NULL
R_eajpoQSiF3sSHbb,7/14/2017 19:39,7/14/2017 19:45,28,4,MAKE SO  IT'S PERMANET ON  COMPUTOR. ONE PRICE  & IT'S YOURS.,NULL
R_3frPgqW4j4rHI7Y,7/14/2017 19:56,7/14/2017 19:59,28,5,I love how everything is stored on OneDrive! It makes sharing between different computers so easy.  The only issues are the web based versions of the software don't function quite as well as the standalone applications.  There are weird quirks that you have to get used to.,NULL
R_UtD9ppuGuC26dH3,7/14/2017 19:56,7/14/2017 20:01,28,4,,NULL
R_9oS7lZdS7lNgtxL,7/14/2017 20:00,7/14/2017 20:01,28,3,,NULL
R_1dn1ao2Y4M873gI,7/14/2017 20:00,7/14/2017 20:03,28,4,,NULL
R_e9wKH8FtpRnnitH,7/14/2017 20:15,7/14/2017 20:19,28,5,,NULL
R_2BahO9eBSAk6mgb,7/14/2017 20:24,7/14/2017 20:27,28,5,,NULL
R_2fCdMa9gJCLJe72,7/14/2017 20:32,7/14/2017 20:35,28,5,Leave it alone.,NULL
R_2P229tgxrJTdH6I,7/14/2017 20:32,7/14/2017 20:36,28,4,"I'm not an office person, but, I own my own business and have to do my office duties. I don't knowhow you could make better. I probably wouldn't notice the difference unless you sent me a complimentary office person",NULL
R_1gNmabGeUWDJimc,7/14/2017 20:42,7/14/2017 20:43,28,4,,NULL
R_2w5Abr4UVmLtTFm,7/14/2017 20:41,7/14/2017 20:43,28,1,make it possible to open xls files,NULL
R_1OpoijNRhzkdV5e,7/14/2017 20:43,7/14/2017 20:46,28,5,,NULL
R_Dr5DD7UsBksSOnD,7/14/2017 20:07,7/14/2017 20:50,28,4,,NULL
R_3F29uYfYLe382Tu,7/14/2017 20:49,7/14/2017 20:59,28,4,"Does what i want it to, email",NULL
R_2tXsdHcH0oQvTb3,7/14/2017 21:02,7/14/2017 21:05,28,5,,NULL
R_2sXYkeHZOG5Ntww,7/14/2017 21:17,7/14/2017 21:17,28,4,,NULL
