"","all.ResponseID","all.wc","all.polarity","all.pos.words","all.neg.words","all.text.var","group.ResponseID","group.total.sentences","group.total.words","group.ave.polarity","group.sd.polarity","group.stan.mean.polarity"
"6996","R_xhp7SgJGWmgWnND",0,NA,"-","-","","R_ebScZMcIiLIgV2h",1,3,0,NA,NA
"6997","R_3IZiAqqLMfSTgUH",2,0,"-","-","Lower price","R_eCKM2Hn4YUVI28F",1,0,NA,NA,NA
"6998","R_3nVENENHxLdkMz9",12,0.288675134594813,"easier","-","Make the import of AOL contact lists, Google calendar into Outlook easier","R_eCzzX0axEmZblAd",1,0,NA,NA,NA
"6999","R_2sTHu03U5FgoqOB",16,0,"-","-","Being able to be on the same account but on different devices at the same time","R_eD4B6z58zXwrCxP",1,5,0,NA,NA
"7000","R_1pxuM42zplb6WAb",0,NA,"-","-","","R_eDlTV6pLIw6fabn",1,9,1.2,NA,NA
"7001","R_22LCjmMujVMsFCL",16,0.05,"liked","-","I liked the little character in the old office that was animated and would give advice.","R_eDPlBhdBBDk4apr",1,0,NA,NA,NA
"7002","R_pm8UmjrM3Ul9uBr",0,NA,"-","-","","R_eEQiSBYlTRGlbPP",1,0,NA,NA,NA
"7003","R_1er8WdkSvypnlHk",0,NA,"-","-","","R_eEsvbC5sSGhclt7",1,3,0,NA,NA
"7004","R_1rufSQiFA8mOobi",7,0.377964473009227,"great","-","I feel the services are just great!","R_eEvxpbIvuZvExvX",1,5,0,NA,NA
"7005","R_cZKWcYyqxR81nZn",0,NA,"-","-","","R_eFBSaTfDCmgtEGJ",1,0,NA,NA,NA
"7006","R_1JVDmKWoeZVIZY1",0,NA,"-","-","","R_eFEZ4KPs5GH1JsJ",1,0,NA,NA,NA
"7007","R_1CIV8IyntD0bX80",6,0.408248290463863,"fine","-","It's fine the way it is!!","R_effrKBVUNipbEqJ",1,0,NA,NA,NA
"7008","R_0fEXuKJ8ZYeW9m9",7,0.377964473009227,"like","-","I like it the way it is.","R_eFIj1SrrZ5E5Tcl",1,14,0.267261241912424,NA,NA
"7009","R_1q58KBA6Bs0nzs8",49,0.514285714285714,"c(""work"", ""work"", ""like"")","cloud","No t so many updtaes.  Updates that don't get mesed up by having a Word open, etc...  Updates tat dont take so long to down load.  Having the cloud automatically backup everything and work automatically instead of me not being able to make it work.  Be more like apple.","R_efmf220spCvSeCB",1,0,NA,NA,NA
"7010","R_3PY4HvXGhPH7Ilk",0,NA,"-","-","","R_eFNSqfGamUL7GH7",1,0,NA,NA,NA
"7011","R_3fkq5fxBW2dBoli",0,NA,"-","-","","R_eglXKrQD9Kz6YXn",1,0,NA,NA,NA
"7012","R_3JaUWnWMgzDJNM5",0,NA,"-","-","","R_ehQxqPp0GTiayXf",1,32,0.176776695296637,NA,NA
"7013","R_28IMbZA50pGpxki",0,NA,"-","-","","R_ehRJXRJbcYyeytj",1,42,0.339467369916602,NA,NA
"7014","R_3LhboWJUXFLHY3L",15,-0.722956891292051,"recommend","slow","Publisher is an extremely slow and glitchy program that I would not recommend to anyone.","R_ehuLMpEVrkNN53X",1,0,NA,NA,NA
"7015","R_UEhPvJeMj6rlIn7",3,0.577350269189626,"happy","-","Happy as is","R_ehw9fCqYLZxrBPb",1,0,NA,NA,NA
"7016","R_9vFUrRsMaxlDHd7",19,0.0458831467741123,"-","full blown","Wish you offered an ""Office Lite"". I really don't need the full blown package for little projucts around home.","R_eIJHKDsDkNStwoF",1,11,-0.301511344577764,NA,NA
"7017","R_3e4b6b9GA1ZHCTG",44,-0.753778361444409,"like","c(""cloud"", ""cloud"", ""cumbersome"", ""slow"")","The only use I have for it is the extra storage on the cloud. Otherwise I do not like having to go on the cloud to run a program as I do not always have an internet connection. I find it cumbersome and slow.","R_eINX73jv7z4h8zv",1,0,NA,NA,NA
"7018","R_2YYtYaBn1vZ3v3i",6,0.408248290463863,"easy","-","easy to get on the system","R_eJONe5LwWQ13pF7",1,10,0,NA,NA
"7019","R_2yjf4szCft7rIhw",12,0,"-","-","I don't know because I don't use everything that it can do","R_ekAjLdCGgSslXBn",1,6,0.408248290463863,NA,NA
"7020","R_OvgcK9ijpwNCf1T",22,0,"-","-","Add a writers mode to word that blocks the rest of the screen and only presents the document. Typing with no distractions.","R_ekripWjpz4xF42Z",1,2,0.707106781186547,NA,NA
"7021","R_3QDjdgDkE0BumM4",5,0.447213595499958,"well","-","Well you are doing acceptable","R_eKYzEbNEu8RfdQJ",1,0,NA,NA,NA
"7022","R_1FQIvOUgBQL8ckS",0,NA,"-","-","","R_eLQFx6aqziXv0JP",1,0,NA,NA,NA
"7023","R_2SwtWzgQDsZpjfK",0,NA,"-","-","","R_emp1K8ePZUExhV7",1,0,NA,NA,NA
"7024","R_1C8EJOaHHxXAyBS",0,NA,"-","-","","R_emqcZ9CwjSnSoWB",1,5,0.447213595499958,NA,NA
"7025","R_3M5uRpvgpN2pbbC",28,0,"-","-","I had to get Microsoft technical to load and download the product. Also, after designing and making changes to templates in Word, they do not save as expected.","R_en6RwXP3iKbMsCZ",1,17,0.436564125065399,NA,NA
"7026","R_3s0J0g2b5x5x3Gi",18,0.424264068711929,"excel","-","More Word and Excel templates, also more Access templates. Often have to look elsewhere for what I need","R_encYCpZCGOYUrf3",1,19,0,NA,NA
"7027","R_1JVKuOhmaD6ZV6t",10,0.632455532033676,"c(""pretty"", ""good"")","-","I think it is pretty good the way it is.","R_enW1kMiMRcAIxSp",1,0,NA,NA,NA
"7028","R_2xWWjDaI212FO41",2,0.707106781186547,"improve","-","Improve lagtime","R_enWavCBR4gOdagh",1,0,NA,NA,NA
"7029","R_2YunT79jXhSfz01",0,NA,"-","-","","R_ePSHJ1F7wBKg8Rr",1,18,-0.235702260395516,NA,NA
"7030","R_12KHDxdnaPDGLnZ",0,NA,"-","-","","R_eQAYgiwCfcBGS53",1,19,-0.229415733870562,NA,NA
"7031","R_2E3GZMbkiIUjHyo",0,NA,"-","-","","R_eQbV2gtd5XuQztv",1,0,NA,NA,NA
"7032","R_24oMrlwuUvBePXJ",28,0.566946709513841,"c(""like"", ""available"", ""available"")","-","I would like it if Office 365 made access available for Mac.. That is something that does not come in the package even thought it is available in PC.","R_eqBv5A6vROKhopb",1,0,NA,NA,NA
"7033","R_3qQziYAzNXbUjfl",4,0,"-","-","one time purchase price!!!!!!","R_eQcgpiqbx33SUmZ",1,14,0,NA,NA
"7034","R_2V91UmPfO0qzlIh",0,NA,"-","-","","R_eQd4IUKIybq4lCF",1,0,NA,NA,NA
"7035","R_32UZnYp2jjBIjsN",0,NA,"-","-","","R_eQnInEZq5oTUaOt",1,0,NA,NA,NA
"7036","R_2D6XfMHsi9L3yhi",5,0.447213595499958,"better","-","Better compatibility with Apple MAC","R_eR4vrvm4llkNF9D",1,4,0.5,NA,NA
"7037","R_1MPy4nyvGOcK8O5",0,NA,"-","-","","R_eS6iCEIBUhp5aTf",1,0,NA,NA,NA
"7038","R_2vjDvi1Wii3CNyQ",0,NA,"-","-","","R_etZUr3pOI2ondPX",1,0,NA,NA,NA
"7039","R_pa7mRweHSC8Yop3",0,NA,"-","-","","R_eUQJQ40jVGQpftn",1,5,0,NA,NA
"7040","R_1dtYS6RuxZWHXNC",2,0,"-","-","LOWER COST","R_eUSgm9m7fzAvJyV",1,31,-0.323289543648195,NA,NA
"7041","R_2wbLKxRH5qfqhkI",46,-0.412837477233712,"-","c(""difficult"", ""limited"")","I am on a very tight budget and having to continue to invest in software is a difficult expense to continue to cover// secondly the underlying database for instruction is very limited in its keyword search// not everyone using the sw is versed in 'software-ese'","R_eVaP3j5gRgnaM4V",1,29,0,NA,NA
"7042","R_1jCdQZ5wcwR1MgW",0,NA,"-","-","","R_eWEHzCfO85p5Qjv",1,29,0.185695338177052,NA,NA
"7043","R_2uy4hMPE7zSOyzx",0,NA,"-","-","","R_eWYsejIskFd4oTf",1,10,0.316227766016838,NA,NA
"7044","R_2t9C8y5jRNZNDLY",0,NA,"-","-","","R_eX1biOJIjWzleNP",1,9,-0.333333333333333,NA,NA
"7045","R_2CHzo0Qtcx2uxuB",0,NA,"-","-","","R_exEAULoTn2rZoK5",1,25,0.36,NA,NA
"7046","R_2BrPrjfpKGSJSh0",0,NA,"-","-","","R_eXIJTxLMTHJWpax",1,6,-0.408248290463863,NA,NA
"7047","R_Qon0ZEZzR3az45z",2,0,"-","-","No suggestion","R_exnBBdRIWrBVM7T",1,7,0,NA,NA
"7048","R_23ejPVfrvpJ3Rbm",5,0.447213595499958,"easier","-","Easier integration for Mac computers.","R_eXu0oZZjW37PXgd",1,0,NA,NA,NA
"7049","R_0Mp0jmu4O3EGfEl",1,0,"-","-","ok","R_eYb0zRZd88jICTn",1,1,0,NA,NA
"7050","R_Qm2R6GmkRzIekAp",8,0.707106781186547,"c(""improve"", ""work"")","-","I use it to improve my daily work.","R_eyVQa62wPFMDKG5",1,0,NA,NA,NA
"7051","R_3Dbzbo2Jz5d9Vu1",0,NA,"-","-","","R_eyVVs5bvjrQhZUR",1,29,0,NA,NA
"7052","R_5sRFmXYfSrmxMn7",50,-0.282842712474619,"c(""like"", ""enough"", ""improvements"")","touted","I personally do not like the subscription model.  You either own it or don't.  There are not enough major improvements over a year to warrant a subscription service vs owning it although that is what is being touted as the value proposition of the subscription service.  Wont do this again.","R_ezCyvrEpFAJe0b7",1,0,NA,NA,NA
"7053","R_241TFAoZSFhEiUu",0,NA,"-","-","","R_ezHXRQ38WpSVaxP",1,11,0,NA,NA
"7054","R_11X5v4AJ7K7ktvm",20,0.223606797749979,"liked","-","I liked it when we were able to purchase and not have to renew every year but just get updates.","R_NVBhXwLulpl6Mud",1,5,0,NA,NA
"7055","R_3J9SUAi0zlpJvzC",14,-0.481070235442364,"perfect","c(""complaints"", ""mess"")","I really have no complaints. Please don't mess with it, it's perfect as is.","R_NVH797c3HXZUVPz",1,9,0.333333333333333,NA,NA
"7056","R_2wEtTgXyzIeo2gb",0,NA,"-","-","","R_NVmhkcHPJHUEBgZ",1,1,1,NA,NA
"7057","R_1NmQIw0kplNZ2Cu",0,NA,"-","-","","R_NVmnPEptmCR8J1f",1,2,-0.707106781186547,NA,NA
"7058","R_3lzd0wRkT5xFlZ7",0,NA,"-","-","","R_NVzhT47VeV9xdE5",1,0,NA,NA,NA
"7059","R_3ZVpIhzyS6KP4Kl",12,0.577350269189626,"c(""cheaper"", ""faster"")","-","Cheaper with faster load times. Also, more cohesion between the different apps.","R_NWqaaN9i9hMOzWF",1,2,-0.707106781186547,NA,NA
"7060","R_xbjR80RW956lpaF",4,0,"-","-","Can't think of anything","R_NX9an4iG6gUSLy9",1,0,NA,NA,NA
"7061","R_8dK1dFCJs64gOxb",19,0.229415733870562,"like","-","This is kind of minor, but I would like a template for mailing labels that has no decorative stuff.","R_NXbpv90XvCiENtD",1,0,NA,NA,NA
"7062","R_3LYkfRZtK47fkpX",0,NA,"-","-","","R_NXO8RA2v9dt742d",1,0,NA,NA,NA
"7063","R_tPXG1CAanX8u4ud",2,0.707106781186547,"cheaper","-","Cheaper price","R_NXThupyifvtfVOp",1,0,NA,NA,NA
"7064","R_273cY8V9ukc5fP0",21,-0.218217890235992,"-","nonexistent","The help is nearly nonexistent. Some programs dont even have a help tab! I expect more from microsoft...its bush league.","R_O0QdCZtc6XuCdlT",1,11,0,NA,NA
"7065","R_3JIg4SFhcM74wDT",25,0.36,"pleased","-","Take my payment out of my account on the 15th? That would help me personally.  Otherwise, I am extremely pleased with every facet of Office 365.","R_O1KFPFOj1f2Ki65",1,6,0,NA,NA
"7066","R_2fprJyuOHxbQFqv",0,NA,"-","-","","R_O2N3A8oNl8iLs65",1,4,1,NA,NA
"7067","R_3M3WnZvFxzw1gtx",0,NA,"-","-","","R_O2xfo9f4EnBlsJP",1,0,NA,NA,NA
"7068","R_3rZj5ON9vGisXTM",18,0.235702260395516,"good","-","Nothing at the moment.  Experience so far had been good and still getting acquainted to the recent updates.","R_O39hmaPN0Rfcz5v",1,35,0,NA,NA
"7069","R_2zT1aclMEXeHzDJ",18,0.235702260395516,"free","-","I AM A WRITER AND IT IS A MORE FULLY FUNCTIONING PROGRAM THAN FREE PROGRAMS I HAVE USED","R_O3tLUqRMN0hb90R",1,33,0.696310623822791,NA,NA
"7070","R_1Hiz8NLSOqeTcII",2,0,"-","-","no comment","R_O437nt7Ejt58pnH",1,0,NA,NA,NA
"7071","R_2Uhmu565VqrMiFY",0,NA,"-","-","","R_O6DG72pJ6xAgKRz",1,5,0.447213595499958,NA,NA
"7072","R_3ssKgUUlfxnwdyy",0,NA,"-","-","","R_O6IlftEJKWnR0Z3",1,60,-0.645497224367903,NA,NA
"7073","R_3IQrMxBNcHepxXs",6,0,"-","-","Get rid of the yearly  fees","R_O7M1rTuactEdqLf",1,0,NA,NA,NA
"7074","R_3p5sun490ES7gMT",0,NA,"-","-","","R_O8yNkuDPzPoexMZ",1,32,0,NA,NA
"7075","R_AGQuxXm97zYq6GZ",0,NA,"-","-","","R_O9JMqo4o80MNKpj",1,0,NA,NA,NA
"7076","R_RW8VtCcAlKITgqZ",5,0,"-","-","last more than a year","R_OAQ98cfG1NZNsel",1,0,NA,NA,NA
"7077","R_8k9rdT0CcOJZXA5",0,NA,"-","-","","R_OBClrGEigHx2Mkp",1,15,1.03279555898864,NA,NA
"7078","R_887yBtqQ1CyPX5D",2,0,"-","-","More updates","R_OBWUGq7MFmsS96F",1,0,NA,NA,NA
"7079","R_7P5xjiQWmjMtlfz",0,NA,"-","-","","R_OC1Gj9FaSO5KVu9",1,0,NA,NA,NA
"7080","R_2sU8Wn2iosAScde",12,0.288675134594813,"fine","-","It's just fine for me.  Letters and spreadsheets are all I do.","R_OCe37UJrj0DGuPv",1,7,-0.377964473009227,NA,NA
"7081","R_9nJRomzQyQUiNYl",4,0.5,"easier","-","Easier use of acess","R_OCNmpo2xAbmEmbf",1,4,0,NA,NA
"7082","R_1hZkaLYpdbDI6wA",12,0,"-","-","I cant load it on my computer, so I cant tell you.","R_OCrGgvINjqehE9H",1,5,-0.447213595499958,NA,NA
"7083","R_3R8y2DFVG8ZxWwK",0,NA,"-","-","","R_OCYRo78N5f0GEh3",1,0,NA,NA,NA
"7084","R_0GIJ0ZvFVzj4PS1",0,NA,"-","-","","R_OD0IPNFnGD4d6hz",1,0,NA,NA,NA
"7085","R_1eE8mibP168C6fg",22,0,"excel","nuisance","It's a bit of a nuisance because it constantly wants me to login every time I launch Word or Excel of PowerPoint.","R_Od4w86W9AkF2S89",1,0,NA,NA,NA
"7086","R_2t6et7uPxynuzBQ",6,0.408248290463863,"-","complaints","I have no complaints or suggestions.","R_ODAciKOW1mNTo4x",1,8,0,NA,NA
"7087","R_2rZRXmrLorPFIAK",0,NA,"-","-","","R_OdrtXoaxY29d8bv",1,0,NA,NA,NA
"7088","R_2CHU4Yv213JHX6w",14,0.534522483824849,"c(""like"", ""free"")","-","I would like to use the software free of charge for ios mobile devices","R_OeOQ8JcopFogM1P",1,7,0.377964473009227,NA,NA
"7089","R_3PGEgIr8h8a01My",4,0,"-","-","add a edit Documents","R_OfeEFqTJ5PwJZGV",1,0,NA,NA,NA
"7090","R_2atvpDnQZ4jXfXF",2,0,"-","-","More storage","R_Ofho39RswF6Fqox",1,0,NA,NA,NA
"7091","R_6rmJUFq86zxcC3L",6,0,"-","-","Nothing that I can think of.","R_OGSJc9u0eqelJWp",1,0,NA,NA,NA
"7092","R_33fAVILLAUXvWQ7",7,0.377964473009227,"right","-","Nothing I can think of right now.","R_OGUsIZBanCaDU4h",1,0,NA,NA,NA
"7093","R_2zi2R7DE8R6C9Rs",79,-0.112508790092602,"-","c(""inordinate"", ""difficulty"", ""issue"")","Mostly I just use the product and don't have much interaction, but when I first started I seemed to have had an inordinate amount of difficulty in communicating with the service rep what the issued was that I wanted to resolve.  I think that the amount of service calls that reps get is probably a factor in that the reps seem to already have a canned answer that does not address the specific issue that precipitated the service call.","R_OHUSKUBPb2Uf117",1,21,0,NA,NA
"7094","R_10q4uVMHe9P8DBY",0,NA,"-","-","","R_OHwt4EoHrqrQu3f",1,0,NA,NA,NA
"7095","R_3MPDap19YMDBpPM",33,0.522232967867094,"c(""like"", ""works"", ""fine"")","-","I like to use shortcuts to put accents on vowels when I type in Spanish.  This works fine in MS WORD but with e-mail in Outlook the ALT - e is already assigned.","R_OIEXCaasI7Kaw0x",1,2,0,NA,NA
"7096","R_1IWp1hUi1OvDVsg",0,NA,"-","-","","R_OIlAt7TWsMW62EF",1,0,NA,NA,NA
"7097","R_2V8e9ncUt3tGYNd",2,0,"-","-","No comments","R_OJf0gwJyYkIWZ7X",1,0,NA,NA,NA
"7098","R_1oIo9bZb0C6tT3X",0,NA,"-","-","","R_OjS0iulKv58vPZn",1,47,0.145864991497895,NA,NA
"7099","R_2VQo8uBrmEhcw7L",2,0.707106781186547,"faster","-","Faster loading","R_OjWsO5QuhvobiXT",1,0,NA,NA,NA
"7100","R_12b96DBR59eUd90",0,NA,"-","-",".","R_OJwtD7huY5wBCz7",1,0,NA,NA,NA
"7101","R_7PPZAO3qTV133Md",13,0.554700196225229,"c(""easier"", ""improves"")","-","Makes my administrative task much easier and each version improves from the last.","R_OJYSmnXHPE8x3r3",1,5,-0.0894427190999916,NA,NA
"7102","R_2CNhrOSJOSpHNdz",0,NA,"-","-","","R_Ok6n66Tp1uCV9Dz",1,0,NA,NA,NA
"7103","R_2OOsptXy6FCAdlv",18,0.235702260395516,"quicker","-","Quicker load times. There are a lot of bells and whistles (especially with Word) that I never use.","R_Ok7TmaOJ44MxEvT",1,0,NA,NA,NA
"7104","R_2QflxVTebu4vYpT",0,NA,"-","-","","R_OKa7Jgl4yFHwEj7",1,5,0,NA,NA
"7105","R_3KBZukKfVLr951R",0,NA,"-","-","","R_OkB0wS3V5GGOBSp",1,11,0.0603022689155527,NA,NA
"7106","R_1lcmDW5VgPJmeGH",0,NA,"-","-","","R_OkgWAzBu6d2qtzP",1,61,0.256073759865792,NA,NA
"7107","R_2Vqj8nKncWy1w0g",23,0.41702882811415,"c(""important"", ""available"")","-","Continue the PT sessions that come with it.  Training is do important in learning how to use all available features of this program.","R_OktojMyTnFwO7rr",1,0,NA,NA,NA
"7108","R_U9LurgN6lzXZ2zD",0,NA,"-","-","","R_Olem8iul6fmeBQl",1,8,0,NA,NA
"7109","R_3koxWNgz7OUL4Cg",6,0.734846922834954,"thank","-","Office 365 is very accommodating. Thank You!","R_OlZar7F6NF95KkV",1,0,NA,NA,NA
"7110","R_YS1MR7Gri1d3oCB",0,NA,"-","-","","R_OlZsMtUGTvMHrup",1,9,0.866666666666667,NA,NA
"7111","R_1IWa6Z4utleJuK2",0,NA,"-","-","","R_OMPHTKMIWRLWF2N",1,13,0,NA,NA
"7112","R_30uenqNOBmLis2c",0,NA,"-","-","","R_OMXjo0sKYCHdi25",1,5,0.894427190999916,NA,NA
"7113","R_10CooiQOdQilwCS",0,NA,"-","-","","R_ONJpGLUxIqUzNAJ",1,26,0.392232270276368,NA,NA
"7114","R_1Fb7nMSSAAHcV1n",0,NA,"-","-","","R_ONKxj7KdVqHowKZ",1,4,0,NA,NA
"7115","R_2f73jz04CPxotis",0,NA,"-","-","","R_ONn5MfS81Uyz6kp",1,29,0,NA,NA
"7116","R_3jcBDpknPekIvcA",13,0.277350098112615,"top","-","I wanted it on my desk top and pro surface but never happened","R_OoIMb8pMo3i1uxz",1,5,0,NA,NA
"7117","R_3LdSuM8bGW48WSb",9,0.333333333333333,"easier","-","Make spell check easier on word run on Surface","R_OOt3HkVCE4skENP",1,47,0.700151959189894,NA,NA
"7118","R_1E03EqvxfYkZl1l",9,0.333333333333333,"efficiently","-","I don't really know how to use it efficiently.","R_OPi0beb2CRSAKLn",1,0,NA,NA,NA
"7119","R_31j65dQWni7XYtJ",8,0.353553390593274,"like","-","Allow for older versions for application. Like WebEx","R_OpX5Bv5VWcOU6ul",1,16,0.25,NA,NA
"7120","R_3lEpLDLx7QrqWNv",0,NA,"-","-","","R_OQ2quREX2iU6RXz",1,5,0.447213595499958,NA,NA
"7121","R_8hKSAbyxuWfiT9D",0,NA,"-","-","","R_OQcxdie8gX7RxTj",1,0,NA,NA,NA
"7122","R_1Nh4OIANeSIWTMQ",0,NA,"-","-","","R_Oqd3I2JIEI7GBWh",1,0,NA,NA,NA
"7123","R_1oe7ezw8flCrO50",0,NA,"-","-","","R_OroJGHWthRNmB0Z",1,13,0,NA,NA
"7124","R_2aEtodycAspIhH6",21,0.218217890235992,"-","problems","I have no problems.  I am not an expert in word processers; so I may not know what I am missing","R_Os7ydtjrsC5z7Gh",1,0,NA,NA,NA
"7125","R_OCe37UJrj0DGuPv",7,-0.377964473009227,"-","bloated","Waaay too bloated for us casual users.","R_OuTqrLH3VwPi3Zv",1,0,NA,NA,NA
"7126","R_phHFj3PCkYY9DIl",7,0,"-","-","Keep on doing what you are doing.","R_Ov9bt3eYV2gGGRz",1,0,NA,NA,NA
"7127","R_1j6BAaGGDZIRZHg",0,NA,"-","-","","R_Ove1V69rItdmHzH",1,30,0.182574185835055,NA,NA
"7128","R_xrUp6wNedF7MzUB",5,0,"-","-","can't think of any thing.","R_OvEcXZ9qaqN8WXf",1,53,0.412081691846067,NA,NA
"7129","R_2VejcKLqu8mkT46",0,NA,"-","-","","R_OvftN6PSVcyfgI1",1,0,NA,NA,NA
"7130","R_2A0Cie7GDrrbCRB",0,NA,"-","-","","R_OvgcK9ijpwNCf1T",1,22,0,NA,NA
"7131","R_3lAmR3NHa6LheZx",0,NA,"-","-","","R_OvsBmgoaLv12bdv",1,7,-0.377964473009227,NA,NA
"7132","R_2X08siqbRfjkvqA",0,NA,"-","-","","R_OvsiLZpeK8TRBHb",1,0,NA,NA,NA
"7133","R_1gAcGvPr9ze7cs9",104,0,"c(""humble"", ""fresh"", ""worth"", ""work"")","c(""absurd"", ""wound"", ""loss"", ""loss"")","In my humble opinion, the cost to ""rent"" Office 365 for one year is an absurd business model from the customer's point of view. I want to buy the product, forever; and be done with it! It is a bit of a fresh wound all year; having to pay for a years worth of Office with the ""loss"" of the product--and the ensuing loss of the work I do (writing) if my fortunes change and I can no longer pay. I long for the day when I buy my product, I get used to it, it is mine, no one can take it away...","R_Ovv2EIwJHKxDRpn",1,40,-0.158113883008419,NA,NA
"7134","R_1DpsoqNAju0Pz0d",0,NA,"-","-","","R_OvYjhdNZnCWMeTD",1,11,0,NA,NA
"7135","R_eaJAKsFXad65gXL",0,NA,"-","-","","R_OvYworxYkkDJ7nr",1,0,NA,NA,NA
"7136","R_2cpCEAH2X13cXpQ",0,NA,"-","-","","R_OwAAKSbOIzn7Vzr",1,0,NA,NA,NA
"7137","R_3qwmU91yrFiqakO",8,0,"-","-","Come out with an Acrobat type of software.","R_OwbRUbti7zHmOhb",1,0,NA,NA,NA
"7138","R_1LT3dW9dt0fqoeQ",15,0,"-","-","Not a service I use or should have been forced to buy at Microsoft store","R_OwDMu6ir6M1DMjv",1,26,0.353009043248731,NA,NA
"7139","R_29aWMV9eOhrOWQX",15,0.258198889747161,"easier","-","Make importing from and exporting to Pages and Numbers (on my iPad) an easier process.","R_OwFkvxZRiIG2MDf",1,522,0.262612865719445,NA,NA
"7140","R_OlZar7F6NF95KkV",0,NA,"-","-","","R_OxIrSMqsVvpq6JP",1,3,0.577350269189626,NA,NA
"7141","R_557NupgI8vKJPot",8,0.353553390593274,"simpler","-","Simpler for older people less bells and whistles","R_oXKKss1GDI2lMo9",1,23,0.375325945302735,NA,NA
"7142","R_C4B36Yk473wzHup",0,NA,"-","-","","R_oXmdZNsCOo5v9m1",1,0,NA,NA,NA
"7143","R_2mkzT3ziTWIZljb",8,0.353553390593274,"good","-","Nothing need to be done it is good","R_oXMzvUSRLjYq1z3",1,44,-0.0301511344577764,NA,NA
"7144","R_336YLmesDMGnNHa",3,0.577350269189626,"easier","-","Easier word tutorial","R_OxxnuIkeCJHxaYp",1,0,NA,NA,NA
"7145","R_2V8ZIMtlZTqN1Oa",24,-0.408248290463863,"-","c(""unable"", ""sucks"")","i never can figure out what my microsoft account number is so i am unable to ""sign in"" to use the product. microsoft sucks!!!!!!!","R_oYokVPscNe1dMyJ",1,17,0.970142500145332,NA,NA
"7146","R_3FX3fW1fZnPMFTV",10,0,"works","long time","Undo works sporadically.  Takes a long time to load outlook.","R_oYUD5w0cHYg8uEF",1,0,NA,NA,NA
"7147","R_20ZNjY3GEDds2kp",2,0,"-","-","Don't know","R_oYvuPAduPVs2NGh",1,0,NA,NA,NA
"7148","R_WiyTKtIgF5cHjB7",4,0,"-","-","More tips for productivity.","R_oZhVKxC5UUMxVwR",1,0,NA,NA,NA
"7149","R_2wagxyDig7lz470",0,NA,"-","-","","R_oZQN1sqLXYZBmPT",1,18,0.235702260395516,NA,NA
"7150","R_3F3WSBp9Y3XPb6o",4,0.5,"free","-","if it were free","R_oZSUyplLFtOgeKR",1,0,NA,NA,NA
"7151","R_1rCj8mgvISYJB4a",0,NA,"-","-","","R_oZuWVs0pZDWuVk5",1,7,0,NA,NA
"7152","R_2uOkZw0SZdMAxVm",28,0.529150262212918,"friendly","hard","Make more users friendly it ton\\\It too\\\\Tones\\It's to expensive\\\\It cost\\\It cost to much not easy\\To use\\Need help in that area\\I don't like\\One bit\ To hard to use\That all","R_p004a47eJsM9xyp",1,0,NA,NA,NA
"7153","R_2PuJ8vhCemuD8Wa",9,0.6,"flexible","-","Make one note more flexible to use old format.","R_p0fFQIKwdzcTkl3",1,22,0.21320071635561,NA,NA
"7154","R_111nfzN0UeKPypJ",0,NA,"-","-","","R_p0Ml6TDzrUXmdwt",1,106,0.0971285862357264,NA,NA
"7155","R_3fdbybx2ZPDLxvY",7,0,"-","-","Don't have an answer for this question.","R_p0opafum5tIKapH",1,11,0,NA,NA
"7156","R_3DkLa0FID8PPDcR",8,0,"-","-","I cant think of anything at the moment.","R_p3MqyzlTz9bku2J",1,3,0,NA,NA
"7157","R_3g7TqbvOjCjJBOS",34,0.171498585142509,"top","-","Have a way to customize the menus so that you can set the options you use most frequently to show up near the top instead of having to hunt for them to find them.","R_p3rzDnokEH1fCHn",1,4,0,NA,NA
"7158","R_3gS6Glu9Ml0mhAB",0,NA,"-","-","","R_p4OiHY1UclAjRD3",1,0,NA,NA,NA
"7159","R_2af4FzHSUBsecLG",0,NA,"-","-","","R_p4XbzyZy99PbPeF",1,0,NA,NA,NA
"7160","R_1LhbWBU64wY4PGu",0,NA,"-","-","","R_p4zCYbSBqhQwnMR",1,0,NA,NA,NA
"7161","R_R3ogjsTeFRPUjgl",12,0.288675134594813,"easy","-","Make sure that the help or idea button is easy to locate.","R_p66DjNi4bnTNxct",1,0,NA,NA,NA
"7162","R_3j9iQ4EvBezpR4f",5,0.447213595499958,"easier","-","Make it easier to access .","R_p6naNL2DhJMpuuZ",1,1,1,NA,NA
"7163","R_3R3G3ydHJnz4h0f",0,NA,"-","-","","R_p6t6Ni6Lm9dXXDr",1,3,0,NA,NA
"7164","R_2uyT3BZobVv3NlX",4,0.5,"cheaper","-","It should be cheaper","R_p9ivzKBS9uPUEIp",1,0,NA,NA,NA
"7165","R_1prPKqXvpvDsnJ4",2,0.707106781186547,"quicker","-","Quicker startup","R_p9lkvA2j24lBrlD",1,0,NA,NA,NA
"7166","R_3nViJWOUSrKhx6t",0,NA,"-","-","","R_p9MY4J1k13mMVUt",1,0,NA,NA,NA
"7167","R_3MQjVJlXqaDFOpX",0,NA,"-","-","","R_pa33xo4XmUstCIV",1,4,0.9,NA,NA
"7168","R_1kMrvTqqJsBzBLI",7,0,"-","-","At this time I don't see anything","R_pa7mRweHSC8Yop3",1,0,NA,NA,NA
